,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,template,tags,guid.rendered,title.rendered,acf.ucdlib_uacollections_description,acf.ucdlib_uacollections_history,acf.ucdlib_uacollections_call_num,acf.ucdlib_uacollections_extent_num,acf.ucdlib_uacollections_extent_type,acf.ucdlib_uacollections_date,acf.ucdlib_uacollections_subject,acf.ucdlib_uacollections_moreinfo_url,acf.ucdlib_uacollections_moreinfo_name,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies
507,ark:/13030/c8pk0n9g/,English,"University of California, Davis, UC Davis Library, University Archives",Public Service Research Program Records,"University of California, Davis. Public Service Research Program",AR-199,1 videocassette (VHS),1976-2014,,"The Public Service Research Program (PSRP) is a unit in the UC Davis John Muir Institute of the Environment that fosters science outreach and communication. The collection includes publications, newsletters, hosted conference proceedings, office files, and correspondence related to the programs and operation of the PSRP.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,25490.0,2018-01-11T21:28:00,2018-01-11T13:28:00,2018-01-11T21:28:00,public-service-research-program-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/public-service-research-program-records/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=25490,Public Service Research Program Records,"
The Public Service Research Program (PSRP) is a unit in the UC Davis John Muir Institute of the Environment that fosters science outreach and communication. ","The collection includes publications, newsletters, hosted conference proceedings, office files, and correspondence related to the programs and operation of the PSRP. ",AR-199,8,linear feet,1976-2014.,,http://www.oac.cdlib.org/findaid/ark:/13030/c8pk0n9g/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/25490'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=25490'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=25490'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
511,ark:/13030/c8pn9bv1/,English,"University of California, Davis General Library, University Archives",University Writing Program Records,"University of California, Davis. University Writing Program",AR-222,4 linear feet,1980s-2004,,"The collection includes business operation records, budgets, student handouts, course materials, and general information concerning the teaching of writing courses at UC Davis. Also included are newspaper clippings and recordings of guest speakers and events.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,26324.0,2018-02-13T21:30:35,2018-02-13T13:30:35,2018-02-13T21:30:35,university-writing-program-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/university-writing-program-records/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=26324,University Writing Program Records,"
The collection includes business operation records, budgets, student handouts, course materials, and general information concerning the teaching of writing courses at UC Davis. Also included are newspaper clippings and recordings of guest speakers and events. ","The program, founded in 2004 as an expansion of the UC Davis Campus Writing Center, offers discipline-specific writing classes for undergraduates and workshops for graduate students as well as an undergraduate minor in writing and a graduate-level interdisciplinary emphasis in Writing, Rhetoric, and Composition Studies. ",AR-222,4,linear feet,1980s-2004.,,http://www.oac.cdlib.org/findaid/ark:/13030/c8pn9bv1/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/26324'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=26324'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=26324'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
537,ark:/13030/c8r212ww/,Collection materials in English.,,Boxing Team Reports,UC Davis Athletics,AR-188,,1929-1956,,"UC Davis fielded a boxing team from 1920-1956. This small collection, which spans the years 1929-1956, contains match reports and student manager&#39;s reports.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6542.0,2017-02-23T21:30:59,2017-05-02T14:41:21,2017-05-02T21:41:21,boxing-team-reports,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/boxing-team-reports/,,[],https://www.library.ucdavis.edu/ua-collection/boxing-team-reports/,Boxing Team Reports,This small collection contains match reports and student manager's reports. ,UC Davis fielded a boxing team from 1920-1956.,AR-188,0.4,linear feet,1929-1956.,Athletics,http://www.oac.cdlib.org/findaid/ark:/13030/c8r212ww/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6542'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6542'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6542'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
541,ark:/13030/c8r49shc/,Collection materials in English.,,Student Development Office Records,"University of California, Davis. Student Development Office",AR-162,,1971-1981,,"The Student Development Office provided centralized coordination among related student service programs including the following units: Advising Services, Counseling Center, Housing Office, Learning Assistance Center, Student Special Services and Women&#39;s Resources and Research Center. The collection contains annual reports, meeting minutes, and a department training manual.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,1.4 linear feet,,,,,,,,,,,,,,,6586.0,2017-02-23T21:31:02,2017-04-25T10:17:00,2017-04-25T17:17:00,student-development-office-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/student-development-office-records/,,[],https://www.library.ucdavis.edu/ua-collection/student-development-office-records/,Student Development Office Records,"The collection contains annual reports, meeting minutes, and a department training manual. ","The Student Development Office provided centralized coordination among related student service programs including the following units: Advising Services, Counseling Center, Housing Office, Learning Assistance Center, Student Special Services and Women's Resources and Research Center. ",AR-162,1.4,linear feet,1971-1981.,Vice Chancellor for Student Affairs,http://www.oac.cdlib.org/findaid/ark:/13030/c8r49shc/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6586'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6586'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6586'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
549,ark:/13030/c8rj4mq7/,English,"University of California, Davis Library, University Archives",Office of Strategic Communications Records,"University of California, Davis. Strategic Communications",AR-031,66 linear feet,circa 1910-2016,,"The Office of Strategic Communications works collaboratively to communicate the impact and value of UC Davis through innovative storytelling. Core service areas include crisis and issues management, digital communications, marketing, news and media relations, web and interactive communications, and visual communications. The collection contains clipping files for campus news, event and subject files, biographical files, publications produced by the department, as well as materials regarding the 75th anniversary of the campus. Also included are photographs and slides of faculty and staff, sporting events, classroom activities, and special events such as Picnic Day. The collection also includes analog video, mainly masters and edited versions of Newswatch segments.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6584.0,2017-02-23T21:31:02,2017-04-24T14:27:11,2017-04-24T21:27:11,strategic-communication-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/strategic-communication-records/,,[],https://www.library.ucdavis.edu/ua-collection/strategic-communication-records/,Strategic Communication Records.,"The collection contains clipping files for campus news, event and subject files, publications produced by the department, aswell as materials regarding the 75th anniversary of the campus. Also included are photographs and slides of faculty and staff, sporting events, classroom activities, and special events such as Picnic Day.","The Strategic Communications Office serves the UC Davis campus community and the media through news, publications, andphotography.",AR-031,49.6,linear feet,circa 1910-2000.,Vice Chancellor for University Relations,http://www.oac.cdlib.org/findaid/ark:/13030/c8rj4mq7/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6584'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6584'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6584'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
560,ark:/13030/c8s183h0/,Collection materials in English.,,Campus Buildings Collection,,AR-078,,1912-2014,,"This collection, assembled by Special Collections, contains selected information on a number of UC Davis campus buildings. The collection contains programs for some building dedications, drafts of the campus Historic Resources Inventory that was conducted in 1986, as well as minutes for the Building and Campus Development Committee (1955-1959).","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,2 linear feet,,,"University of California, Davis. General Library. Dept. of Special Collections",,,,,,,,,,,,6546.0,2017-02-23T21:30:59,2017-04-25T10:41:02,2017-04-25T17:41:02,campus-buildings-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/campus-buildings-collection/,,[],https://www.library.ucdavis.edu/ua-collection/campus-buildings-collection/,Campus Buildings Collection,"This collection, assembled by Special Collections, contains selected information on a number of UC Davis campus buildings. The collection contains programs for some building dedications, drafts of the campus Historic Resources Inventory that was conducted in 1986, as well as minutes for the Building and Campus Development Committee (1955-1959).",,AR-078,2,linear feet,1912-2013.,Vice Chancellor for Resource Management and Planning,http://www.oac.cdlib.org/findaid/ark:/13030/c8s183h0/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6546'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6546'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6546'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
564,ark:/13030/c8s46xf9/,English,"University of California, Davis General Library, University Archives",Alumni Reminiscences Collection,"University of California, Davis. Library. Dept. of Special Collections",AR-140,1 folder,2010,,The collection includes narrative memoirs of UC Davis alumni and a small amount of UC Davis ephemera.,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6536.0,2017-02-23T21:30:59,2017-02-23T21:30:59,2017-02-23T21:30:59,alumni-reminiscences-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/alumni-reminiscences-collection/,,[],https://www.library.ucdavis.edu/ua-collection/alumni-reminiscences-collection/,Alumni Reminiscences Collection,The collection includes narrative memoirs of UC Davis alumni and a small amount of UC Davis ephemera.,,AR-140,,linear feet,,Events and Celebrations,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6536'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6536'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6536'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
570,ark:/13030/c8sb4bjx/,English,"University of California, Davis General Library, University Archives",Graduate School of Management Records,"University of California, Davis. Graduate School of Management",AR-208,2 videocassettes (VHS),1979-2008,,"The UC Davis Graduate School of Management (GSM) was founded in 1981 as the Graduate School of Administration. The GSM offers master&#39;s degree programs in Business Administration, Professional Accountancy, and Business Analytics. The collection includes correspondence, minutes, operational records, course information, and a small number of videos of guest speakers.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,26334.0,2018-02-13T22:39:49,2018-02-13T14:39:49,2018-02-13T22:39:49,graduate-school-of-management-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/graduate-school-of-management-records/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=26334,Graduate School of Management Records,"Correspondence, minutes, operational records, course information, and a small number of videos of guest speakers.","The UC Davis Graduate School of Management (GSM) was founded in 1981 as the Graduate School of Administration. The GSM offers master's degree programs in Business Administration, Professional Accountancy, and Business Analytics.",AR-208,10 ,linear feet,1979-2008.,,http://www.oac.cdlib.org/findaid/ark:/13030/c8sb4bjx/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/26334'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=26334'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=26334'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
574,ark:/13030/c8sf31vw/,English,"University of California, Davis General Library, University Archives","Fraternities, Sororities, and Honor Societies Records","University of California, Davis. Library",AR-151,18.5 linear feet,1914-2013,,"The collection includes correspondence, financial records, chapter records, office files, meeting minutes, photos, bylaws, membership records and rosters, constitutions, publications, and realia created by fraternities, sororities, and honor societies at UC Davis.","Physical location: Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6565.0,2017-02-23T21:31:01,2017-04-25T10:49:54,2017-04-25T17:49:54,fraternities-sororities-and-honor-societies,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/fraternities-sororities-and-honor-societies/,,[],https://www.library.ucdavis.edu/ua-collection/fraternities-sororities-and-honor-societies/,"Fraternities, Sororities, and Honor Societies","Correspondence, financial records, chapter records, office files, meeting minutes, photos, bylaws, membership records/rosters, constitutions, publications, realia.",,AR-151,15.2,linear feet,1916-1999.,Student and UCD Community Organizations,http://www.oac.cdlib.org/findaid/ark:/13030/c8sf31vw/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6565'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6565'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6565'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
610,ark:/13030/c8tt4x72/,English,"University of California, Davis Library, University Archives",Davis Campus History Collection,"University of California, Davis. Library. Department of Special Collections",AR-095,8.9 linear feet,1905-2019,,"The collection includes a wide variety of publications, ephemera, photographs, reports, ledgers, and timebooks that reflect the history of the Davis campus from its days as the University Farm School to the present.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,26327.0,2018-02-13T21:49:20,2018-02-13T13:49:20,2018-02-13T21:49:20,davis-campus-history-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/davis-campus-history-collection/,,[],https://www.library.ucdavis.edu/?post_type=ua-collection&#038;p=26327,Davis Campus History Collection,"Publications, ephemera, photographs, reports, ledgers, and timebooks that reflect the history of the Davis campus from its days as the University Farm School to the present. ",,AR-095,8.9 ,linear feet,1905-2016.,,http://www.oac.cdlib.org/findaid/ark:/13030/c8tt4x72/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/26327'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=26327'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=26327'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
612,ark:/13030/c8tx3gvd/,Collection materials in English.,,"University of California, Davis, Department of Medical Pathology Oral History Recordings","Larkey, Joann Leach",AR-133,2 audiocassettes,1995,,"The collection contains audio recordings of interviews conducted by Joann Leach Larkey for the Chairmen of the Department of Medical Pathology, University of California, Davis Oral History Project. The interviews were conducted to mark the 25th Anniversary of the founding of the School of Medicine and have been transcribed into a printed volume.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6560.0,2017-02-23T21:31:00,2017-05-02T14:17:30,2017-05-02T21:17:30,department-of-medical-pathology-oral-history-recordings,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/department-of-medical-pathology-oral-history-recordings/,,[],https://www.library.ucdavis.edu/ua-collection/department-of-medical-pathology-oral-history-recordings/,Department of Medical Pathology Oral History Recordings,"Audio recordings of interviews conducted by Joann Leach Larkey for the Chairmen of the Department of Medical Pathology, University of California, Davis, as part of the campus's 1967-1996 Oral History Project. The interviews were conducted to mark the 25th Anniversary of the founding of the School of Medicine and have been transcribed into a printed volume.",,AR-133,0.4,linear feet,1995,School of Medicine,http://www.oac.cdlib.org/findaid/ark:/13030/c8tx3gvd/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6560'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6560'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6560'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
617,ark:/13030/c8v411pd/,English,"University of California, Davis Library, University Archives",Richard L. Nelson Gallery Records,Richard L. Nelson Gallery,AR-176,22 linear feet,1946-2000,,Files about artists who showed their work at UC Davis&#39;s Richard L. Nelson Gallery as well as correspondence and historical records related to the gallery.,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6583.0,2017-02-23T21:31:02,2017-02-23T21:31:02,2017-02-23T21:31:02,richard-l-nelson-gallery-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/richard-l-nelson-gallery-records/,,[],https://www.library.ucdavis.edu/ua-collection/richard-l-nelson-gallery-records/,Richard L. Nelson Gallery Records.,Files about artists that showed their work at the Nelson Gallery.,"The Richard L. Nelson Gallery was dedicated in 1976 in memory of the first Chairperson of the Department of Art at the University of California, Davis. Established as an exhibition venue and teaching resource for the Art Department, the gallery program also serves the campus population, art communities, and general public of Northern California and the Central Valley.",AR-176,18,linear feet,1976-1999.,College of Letters and Science,,,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6583'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6583'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6583'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
629,ark:/13030/c8vq34c7/,Collection materials in English.,,UC Davis Web Archives,"University of California, Davis. Library.",AR-190,,2011-2013,,"The UC Davis Web Archives, created using the California Digital Library&#39;s Web Archiving Service (WAS), preserves websites in the entire &#34;ucdavis.edu&#34; domain to document the history of the University&#39;s activities and accomplishments. Special Collections, as the repository for the University Archives, collects records of historical value for the University. Previously, many of these records have been in print form, now much of that information can be found on campus websites. This ongoing project, started in 2011, captures the websites of the University&#39;s administration, schools and colleges, academic departments, administrative units, organized research units, intercollegiate athletics, and student organizations.",,,,473 online resources,,,,,,,,,,,,,,,6588.0,2017-02-23T21:31:02,2017-04-25T10:18:17,2017-04-25T17:18:17,uc-davis-web-archives,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/uc-davis-web-archives/,,[],https://www.library.ucdavis.edu/ua-collection/uc-davis-web-archives/,UC Davis Web Archives,"The UC Davis Web Archives, created using the California Digital Library's Web Archiving Service (WAS), preserves websites in the entire ""ucdavis.edu"" domain to document the history of the University's activities and accomplishments. This ongoing project, started in 2011, captures the websites of the University's administration, schools and colleges, academic departments, administrative units, organized research units, intercollegiate athletics, and student organizations.",,AR-190,473,online resource,2011-2013.,University Library,http://www.oac.cdlib.org/findaid/ark:/13030/c8vq34c7/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6588'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6588'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6588'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
633,ark:/13030/c8vt1tmx/,Collection materials in English.,,Women&#39;s Athletic Association Records,"University of California, Davis. Womens Athletic Association",AR-187,,1948-1960,,"The Women&#39;s Athletic Association, which sponsored intramural and extramural activities, served to &#34;promote interest in athletics, to create a spirit of good sportsmanship and fellowship, and to cooperate in promoting and maintaining the highest standards of University life.&#34; This small collection, which spans the years 1948-1960, contains the Sports Manager&#39;s record book and the Treasurer&#39;s account book.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,6597.0,2017-02-23T21:31:03,2017-04-24T14:20:55,2017-04-24T21:20:55,womens-athletic-association-records,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/womens-athletic-association-records/,,[],https://www.library.ucdavis.edu/ua-collection/womens-athletic-association-records/,Women&#8217;s Athletic Association Records,This small collection contains the Sports Manager's record book and the Treasurer's account book. ,"The Women's Athletic Association, which sponsored intramural and extramural activities, served to ""promote interest inathletics, to create a spirit of good sportsmanship and fellowship, andto cooperate in promoting and maintaining the highest standards ofUniversity life."" ",AR-187,0.4,linear feet,1948-1960.,Athletics,http://www.oac.cdlib.org/findaid/ark:/13030/c8vt1tmx/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6597'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6597'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6597'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
666,ark:/13030/c8x63sd0/,English,"University of California, Davis Library, University Archives",Department of Viticulture and Enology Records,"University of California, Davis. Department of Viticulture and Enology",AR-059,Cracked,1907-2006,,"On April 15, 1880, the California Legislature enacted Assembly Bill 374 providing for the special instruction &#34;pertaining to Viticulture and the theory and practice of fermentation, distillation and rectification, and the management of cellars&#34; in the University of California, Berkeley Department of Agriculture. The Department of Viticulture and Enology was established on the Davis campus in 1935 following the repeal of prohibition. The records contain correspondence, budget and expense files, travel receipts, construction and repair requisitions, meeting minutes (department, division, staff, and committee), building plans, class materials, research projects and grants, vineyard reports, extension reports, and photographs. The collection materials date from 1907-2006 with the bulk from 1913-1973.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6561.0,2017-02-23T21:31:00,2017-05-02T14:18:38,2017-05-02T21:18:38,department-of-viticulture-and-enology,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/department-of-viticulture-and-enology/,,[],https://www.library.ucdavis.edu/ua-collection/department-of-viticulture-and-enology/,Department of Viticulture and Enology Records,"Correspondence, budget and expense files, travel receipts, construction and repair requisitions, meeting minutes (department, division, staff, and committee), building plans, class materials, research projects and grants, vineyard reports, extension reports, and photographs.",,AR-059,87.8,linear feet,1907-2006.,College of Agriculture and Environmental Sciences,http://www.oac.cdlib.org/findaid/ark:/13030/c8x63sd0/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6561'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6561'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6561'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
670,ark:/13030/c8xd13b4/,English,"University of California, Davis Library, University Archives",Conferences on the UC Davis Campus Collection,"University of California, Davis. Library",AR-080,2 linear feet,1909-2016,,"This collection contains programs, flyers, and posters for a number of conferences that were held on the UC Davis campus from 1909-2016.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,6555.0,2017-02-23T21:31:00,2017-04-25T10:52:53,2017-04-25T17:52:53,conferences-on-the-uc-davis-campus-collection,publish,ua-collection,https://www.library.ucdavis.edu/ua-collection/conferences-on-the-uc-davis-campus-collection/,,[],https://www.library.ucdavis.edu/ua-collection/conferences-on-the-uc-davis-campus-collection/,Conferences on the UC Davis Campus Collection,"This collection contains programs, flyers, and posters for a number of conferences that were held on the UC Davis campus from 1909-1981.",,AR-080,2,linear feet,1909-1981.,Events and Celebrations,http://www.oac.cdlib.org/findaid/ark:/13030/c8xd13b4/,Finding Aid on the Online Archive of California,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection/6555'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/ua-collection'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=6555'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=6555'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]"
