,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia
15,ark:/13030/c80c4z1v/,English,,Paul Goodman Papers,,D-052,,,,"Office files, grant applications, and professional correspondence; articles, clippings, and microfilm relating to American colonial history; research files for Goodman&#39;s book, Towards a Christian republic: Antimasonry and the great transition in New England, 1826-1836, minutes and meeting notes relating to Goodman&#39;s participation in the American Federation of Teachers, Local 2023.",,1951-1998,"Goodman, Paul,1934-",67.1 linear feet,,,,,,,,,,,,,,,10643.0,2017-03-22T19:56:15,2017-03-22T12:56:15,2017-03-22T19:56:15,goodman-paul-1934-1995-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/goodman-paul-1934-1995-papers/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/goodman-paul-1934-1995-papers/,"Goodman, Paul (1934-1995). Papers.","Professor of History, University of California, Davis.","Office files, grant applications, and professional correspondence; articles, clippings, and microfilm relating to American colonial history; research files for Goodman's book, <cite>Towards a Christian republic: Antimasonry and the great transition in New England, 1826-1836</cite>, minutes and meeting notes relating to Goodman's participation in the American Federation of Teachers, Local 2023.",D-052,1965-1991.,67.1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80c4z1v/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10643'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10643'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10643'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
16,ark:/13030/c80c4z3r/,English,,Mr. and Mrs. Edward N. Owens Collection,,D-371,,,,Photographs of people and places in town of Yolo (in Yolo County).,,circa 1900,"Owens, Edward N.",1 linear foot,,,,,,,,,,,,,,,10894.0,2017-03-22T19:56:23,2017-03-22T12:56:23,2017-03-22T19:56:23,owens-mr-and-mrs-edward-n-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/owens-mr-and-mrs-edward-n-collection/,0.0,,[2630],https://www.library.ucdavis.edu/manuscript/owens-mr-and-mrs-edward-n-collection/,Owens (Mr. and Mrs. Edward N.) Collection.,,Photographs of people and places in town of Yolo (in Yolo County).,D-371,,1,linear feet,http://oac.cdlib.org/findaid/ark:/13030/c80c4z3r/,,,,,True,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10894'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10894'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10894'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
17,ark:/13030/c80c52nj/,English,,Rosalee Cox Collection,,MC159,,,,"Photographs of University of California, Davis campus and events.",,undated,null,0.1 linear feet,,,,,,,,,,,,,,,10521.0,2017-03-22T19:56:11,2017-03-22T12:56:11,2017-03-22T19:56:11,cox-rosalee-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/cox-rosalee-collection/,0.0,,[2630],https://www.library.ucdavis.edu/manuscript/cox-rosalee-collection/,"Cox, Rosalee. Collection.",,"Photographs of University of California, Davis campus and events.",MC159,19--19--.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10521'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10521'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10521'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
18,ark:/13030/c80g3kst/,Collection materials in English.,,Mining Collection,"University of California, Davis. Library",D-016,8 lantern slides,1854-1937,,"The Mining Collection contains documents relating to the development of mining in California, including account books and ledgers for several mining companies, correspondence, photographs, and ephemera.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,2.6 linear feet,,,,,,,,,,,,,,,10839.0,2017-03-22T19:56:22,2017-03-22T12:56:22,2017-03-22T19:56:22,mining-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/mining-collection/,0.0,,[2629],https://www.library.ucdavis.edu/manuscript/mining-collection/,Mining Collection,,"Documents relating to the development of mining inCalifornia, including account books and ledgers for several miningcompanies, correspondence, photographs, and ephemera.",D-016,1854-1937.,2.6,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80g3kst/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10839'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10839'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10839'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
20,ark:/13030/c80g3n61/,English,,California League of Food Processors Records,,D-093,,,,"Established in 1905, the California League of Food Processors is a state trade organization representing canners, freezers, hydrators, and dried fruit packers. The organization monitors political activities affecting members, and works with government agencies in development of product standards. The collection contains financial records, Board of Directors minutes, background information, processing regulations, and some records of other entities (such as the California Olive Growers Association).",,1905-1984,California League of Food Processors,71.4 linear feet,,,,,,,,,,,,,,,10462.0,2017-03-22T19:56:08,2017-03-22T12:56:08,2017-03-22T19:56:08,california-league-of-food-processors-archives,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/california-league-of-food-processors-archives/,0.0,,[2631],https://www.library.ucdavis.edu/manuscript/california-league-of-food-processors-archives/,California League of Food Processors Archives.,"Established in 1905, the California League of Food Processors is a state trade association representing canners, freezers, hydrators, and dried fruit packers who produce canned and frozen fruits and vegetables. The organization monitors political activities affecting members, and works with government agencies in development of product standards.","Financial records, Board of Directors minutes, background information on processing regulations, and some records of other entities, such as the California Olive Growers Association.",D-093,1905-1984.,71,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80g3n61/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10462'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10462'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10462'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
22,ark:/13030/c80k299w/,Collection materials in English.,,John Olmsted Papers,"Olmsted, John, 1938-",D-539,1 DVD,1968-2012,,"John D. Olmsted (1938-2011) was a California naturalist who was instrumental in the creation of the Jug Handle State Reserve and the Independence Trail, a hiking path in the Yuba River Canyon. The collection contains a slide set created by Olmsted of California plant and animal life as well as two dvds including, &#34;My Father Who Art in Nature,&#34; a documentary film by Alden Olmsted about his father John Olmsted.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,10888.0,2017-03-22T19:56:23,2017-03-22T12:56:23,2017-03-22T19:56:23,olmsted-john-d-1938-2011-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/olmsted-john-d-1938-2011-papers/,0.0,,[2629],https://www.library.ucdavis.edu/manuscript/olmsted-john-d-1938-2011-papers/,"Olmsted, John D. (1938-2011) Papers","Naturalist, educator, volunteer conservationist and founder of the Mendocino Tahoe Conservancy","The collection contains two DVDs entitled, ""My Father Who Art in Nature: John Olmsted Memorial"" and ""Stories of the Yuba: a Filmmaker's Journey on the River of his Youth, both by Alden Olmsted, the son of John D. Olmsted. There is also a set of slides entitled ""The Language of Nature, Set 1, California Plant and Animal Life in 720 Slides, edited by John D. and Priscilla C. Olmsted.",D-539,1968-1969.,0.4,linear feet,http://oac.cdlib.org/findaid/ark:/13030/c80k299w/,,,,,True,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10888'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10888'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10888'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
24,ark:/13030/c80k2b99/,English,,Nikolai Iazykov Papers.,,D-038,,,,Photographs and engravings of Russian nobility; political documents and pamphlets.,,1613-1938,"Iazykov, Nikolai.",4.8 linear feet,,,,,,,,,,,,,,,10712.0,2017-03-22T19:56:17,2017-03-22T12:56:17,2017-03-22T19:56:17,iazykov-nikolai-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/iazykov-nikolai-papers/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/iazykov-nikolai-papers/,"Iazykov, Nikolai. Papers.",,Photographs and engravings of Russian nobility; political documents and pamphlets.,D-038,1613-1938.,4.8,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80k2b99/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10712'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10712'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10712'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
25,ark:/13030/c80k2gg6/,English,,John Towler Papers,,MC175,,,,Manuscript of The Art of Making Wine with Raisins translated by Towler.,,1887,null,0.1 linear feet,,,,,,,,,,,,,,,11089.0,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,towler-john-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/towler-john-papers/,0.0,,[2621],https://www.library.ucdavis.edu/manuscript/towler-john-papers/,"Towler, John. Papers.",,Manuscript of The Art of Making Wine with Raisins translated by Towler.,MC175,1887,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11089'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11089'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11089'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
26,ark:/13030/c80p11r2/,English,,Maillard Merino Sheep Ranch Records,,D-018,,,,"Records of Merino sheep (New Zealand imports); breeding experiment records, ewe production, flock, wool, and lamb records.",,1941-1973,"Maillard, John W.",3 linear feet,,,,,,,,,,,,,,,10796.0,2017-03-22T19:56:20,2017-03-22T12:56:20,2017-03-22T19:56:20,maillard-merino-sheep-ranch-records,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/maillard-merino-sheep-ranch-records/,0.0,,[1441],https://www.library.ucdavis.edu/manuscript/maillard-merino-sheep-ranch-records/,Maillard Merino Sheep Ranch Records,California sheep rancher and breeder.,"Records of Merino sheep (New Zealand imports); breeding experiment records, ewe production, flock, wool, and lamb records.",D-018,1941-1973.,3,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80p11r2/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10796'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10796'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10796'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
27,ark:/13030/c80p12b3/,English,,Morton Rothstein Papers,,D-355,,,,"Correspondence, research material regarding California&#39;s agricultural economics, history, and politics.",,1910-1975,"Rothstein, Morton.",1 linear foot,,,,,,,,,,,,,,,10973.0,2017-03-22T19:56:26,2017-03-22T12:56:26,2017-03-22T19:56:26,rothstein-morton-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/rothstein-morton-papers/,0.0,,[1439],https://www.library.ucdavis.edu/manuscript/rothstein-morton-papers/,"Rothstein, Morton. Papers.","Professor of History, University of California, Davis","Correspondence, research material regarding California's agricultural economics, history, and politics.",D-355,19---19--.,1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80p12b3/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10973'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10973'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10973'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
28,ark:/13030/c80r9rgw/,English,,Alex Koron Collection,,D-243,,,,"Material regarding European wine areas, menus, wine lists, brochures, slides with text.",,1970-1990,"Koron, Alex.",1 linear foot,,,,,,,,,,,,,,,10745.0,2017-03-22T19:56:18,2017-03-22T12:56:18,2017-03-22T19:56:18,koron-alex-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/koron-alex-collection/,0.0,,[2621],https://www.library.ucdavis.edu/manuscript/koron-alex-collection/,"Koron, Alex. Collection.",,"Material regarding European wine areas, menus, wine lists, brochures, slides with text.",D-243,,1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80r9rgw/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10745'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10745'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10745'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
30,ark:/13030/c80v8fh8/,English,,Miller &amp; Lux Records,,D-094,,,,"Miller &amp; Lux was a San Joaquin Valley, California ranching partnership formed by Henry Miller and Charles Lux in the mid-late 1800&#39;s. The collection contains contracts, inventories, patents and leases.",,1860-1890,Miller &amp; Lux,15 linear feet,,,,,,,,,,,,,,,10833.0,2017-03-22T19:56:21,2017-03-22T12:56:21,2017-03-22T19:56:21,miller-and-lux-inc-archives,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/miller-and-lux-inc-archives/,0.0,,[1441],https://www.library.ucdavis.edu/manuscript/miller-and-lux-inc-archives/,"Miller and Lux, Inc. Archives.","San Joaquin Valley, California ranching partnership formed by Henry Miller and Charles Lux in the mid-late 1800's.","Contracts, inventories, patents and leases.",D-094,1860-1890.,14.1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80v8fh8/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10833'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10833'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10833'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
32,ark:/13030/c80v8kp5/,English,,Alyce W Jewett Collection,,MC187,,,,"Photocopies of Jewett&#39;s correspondence with Peter J. Shields. Minutes of the Purple Circle Organization, clippings and printed material about the University of California, Davis.",,1929-1982,null,0.1 linear feet,,,,,,,,,,,,,,,10721.0,2017-03-22T19:56:17,2017-03-22T12:56:17,2017-03-22T19:56:17,jewett-alyce-w-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/jewett-alyce-w-collection/,0.0,,[2630],https://www.library.ucdavis.edu/manuscript/jewett-alyce-w-collection/,"Jewett, Alyce W. Collection.","1931 graduate of the University of California, Davis Animal Husbandry department.","Photocopies of Jewett's correspondence with Peter J. Shields. Minutes of the Purple Circle Organization, clippings and printed material about the University of California, Davis.",MC187,1929-1982.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10721'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10721'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10721'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
34,ark:/13030/c80z75kh/,English,,Joe Park Collection,,D-262,,,,"Clippings, correspondence, research notes, and articles relating to the history of agriculture and a wide variety of agricultural equipment and technologies.",,1950-1991,"Park, Joe.",4.1 linear feet,,,,,,,,,,,,,,,10902.0,2017-03-22T19:56:24,2017-03-22T12:56:24,2017-03-22T19:56:24,park-joe-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/park-joe-collection/,0.0,,[2622],https://www.library.ucdavis.edu/manuscript/park-joe-collection/,"Park, Joe. Collection.",Farm machinery researcher with an emphasis on steam traction engines.,"Clippings, correspondence, research notes, and articles relating to the history of agriculture and a wide variety of agricultural equipment and technologies.",D-262,1950-1991.,4.1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c80z75kh/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10902'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10902'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10902'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
35,ark:/13030/c8125vwd/,English,,Robert K. Sarlos Papers,,D-305,,,,"Books, clippings, correspondence, drawings, manuscripts, microforms, photographs, programs, published material, realia, serials, scripts, and research material resulting in Sarlos’ Jig Cook and the Provincetown Players (1982); also includes items documenting Sarlos’ attempt to reconstruct the Luzern Passion Play; notes and research materials relating to the Department of Dramatic Art.",,1913-1992,"Sarlós, Robert Károly, 1931-.",18.5 linear feet,,,,,,,,,,,,,,,10989.0,2017-03-22T19:56:27,2017-03-22T12:56:27,2017-03-22T19:56:27,sarlos-robert-k-1931-2008-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/sarlos-robert-k-1931-2008-papers/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/sarlos-robert-k-1931-2008-papers/,"Sarlos, Robert K. (1931-2008). Papers.","Professor of Dramatic Art, University of California, Davis (1963-1993).","Books, clippings, correspondence, drawings, manuscripts, microforms, photographs, programs, published material, realia, serials, scripts, and research material resulting in Sarlos' <cite>Jig Cook and the Provincetown players</cite> (1982); also includes items documenting Sarlos' attempt to reconstruct the Luzern Passion Play; notes and research materials relating to the Department of Dramatic Art, University of California, Davis.",D-305,1913-1992.,18.4,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8125vwd/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10989'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10989'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10989'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
36,ark:/13030/c8154hns/,English,"University of California, Davis General Library, Dept. of Special Collections",Daniel Shapiro Papers,"Shapiro, Daniel, 1920-1982",D-548,16.0 linear feet.,1940-1990,"Bulk, 1960-1982",,,,,,,,,,,,,,,,,,,,11010.0,2017-03-22T19:56:28,2017-03-22T12:56:28,2017-03-22T19:56:28,shapiro-daniel-1920-1982-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/shapiro-daniel-1920-1982-papers/,0.0,,[2625],https://www.library.ucdavis.edu/manuscript/shapiro-daniel-1920-1982-papers/,"Shapiro, Daniel (1920-1982). Papers","Professor of Art, University of California, Davis (1959-1982).",Correspondence and notes; sketchbooks; prints; photographsof his work; personal photographs; teaching materials; and exhibit filesand announcements.,D-548,1940-1990.,14.2,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8154hns/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11010'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11010'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11010'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
37,ark:/13030/c8154k8p/,English,,Michael Lewis Papers,,D-337,,,,Research material on beer and brewing.,,1917-1994,"Lewis, Michael,1936-",3 linear feet,,,,,,,,,,,,,,,10770.0,2017-03-22T19:56:19,2017-03-22T12:56:19,2017-03-22T19:56:19,lewis-michael-1936-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/lewis-michael-1936-papers/,0.0,,[2621],https://www.library.ucdavis.edu/manuscript/lewis-michael-1936-papers/,"Lewis, Michael (1936-). Papers.","Professor of Brewing Science, University of California, Davis.",Research material on beer and brewing.,D-337,19---19--.,3,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8154k8p/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10770'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10770'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10770'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
39,ark:/13030/c8154mdw/,English,,Charles P. Cotton Bicycling Collection,,D-487,,,,"Materials related to the Cycling Road Race at the 1984 Olympics including notes, correspondence, and course maps.",,1978-1984,"Cotton, Charles P., 1919-2007.",1.2 linear feet,,,,,,,,,,,,,,,10519.0,2017-03-22T19:56:10,2017-03-22T12:56:10,2017-03-22T19:56:10,cotton-charles-p-1919-2007-bicycling-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/cotton-charles-p-1919-2007-bicycling-collection/,0.0,,[],https://www.library.ucdavis.edu/manuscript/cotton-charles-p-1919-2007-bicycling-collection/,"Cotton, Charles P. (1919-2007). Bicycling Collection",Competition Director for the Cycling Road Race at the 1984 Olympics.,"Materials related to the Cycling Road Race at the 1984 Olympics including notes, correspondence, and course maps.",D-487,1978-1984.,1.2,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8154mdw/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10519'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10519'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10519'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
